,make,model,year,owner,transmission,fuel,engine,max_power,seats,km_driven,seller_type,price_category
7028,Maruti,Wagon,2016,First Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,34500,Individual,Medium
7029,Honda,City,2017,First Owner,Automatic,Petrol,1497 CC,117.6 bhp,5.0,20000,Individual,High
7030,Hyundai,i20,2018,First Owner,Manual,Petrol,1197 CC,81.83 bhp,5.0,15000,Individual,Medium
7031,Nissan,Micra,2014,First Owner,Automatic,Petrol,1198 CC,76 bhp,5.0,26000,Individual,Medium
7032,Hyundai,EON,2012,First Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,20000,Individual,Low
7033,Hyundai,Xcent,2019,First Owner,Manual,Petrol,1197 CC,81.86 bhp,5.0,3000,Individual,Medium
7034,Honda,Amaze,2019,First Owner,Manual,Petrol,1199 CC,88.76 bhp,5.0,20000,Individual,Medium
7035,Maruti,Vitara,2017,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,25000,Individual,Medium
7036,Ford,EcoSport,2018,First Owner,Manual,Diesel,1498 CC,98.96 bhp,5.0,35000,Individual,Medium
7037,Chevrolet,Cruze,2010,First Owner,Manual,Diesel,1991 CC,147.9 bhp,5.0,60000,Individual,Medium
7038,Honda,City,2017,First Owner,Automatic,Petrol,1497 CC,117.6 bhp,5.0,6825,Individual,High
7039,Chevrolet,Cruze,2015,First Owner,Automatic,Diesel,1998 CC,163.7 bhp,5.0,155000,Individual,Medium
7040,Maruti,Eeco,2018,First Owner,Manual,CNG,1196 CC,61.7 bhp,5.0,50000,Individual,Medium
7041,Maruti,Ertiga,2016,First Owner,Manual,Petrol,1373 CC,91.1 bhp,7.0,13500,Individual,Medium
7042,Toyota,Innova,2008,First Owner,Manual,Diesel,2494 CC,102 bhp,8.0,260000,Individual,Medium
7043,Hyundai,Xcent,2018,First Owner,Manual,Diesel,1186 CC,73.97 bhp,5.0,65000,Individual,Medium
7044,Mahindra,Xylo,2014,Second Owner,Manual,Diesel,2179 CC,118.3 bhp,8.0,95000,Individual,Medium
7045,Maruti,Ciaz,2016,Second Owner,Manual,Petrol,1373 CC,91.1 bhp,5.0,40000,Individual,Medium
7046,Hyundai,Santro,2019,First Owner,Manual,Petrol,1086 CC,68 bhp,5.0,30000,Individual,Medium
7047,Mitsubishi,Pajero,2016,First Owner,Manual,Diesel,2477 CC,175.56 bhp,7.0,120000,Individual,High
7048,Tata,New,2013,First Owner,Manual,Diesel,2179 CC,138.1 bhp,7.0,112011,Individual,Medium
7049,Toyota,Innova,2015,First Owner,Manual,Diesel,2494 CC,100.6 bhp,7.0,125000,Individual,Medium
7050,Toyota,Innova,2015,First Owner,Manual,Diesel,2494 CC,100.6 bhp,7.0,125000,Individual,Medium
7051,Tata,Manza,2009,First Owner,Manual,Diesel,1248 CC,90 bhp,5.0,43000,Individual,Low
7052,Mahindra,Bolero,2019,First Owner,Manual,Diesel,2523 CC,62.1 bhp,7.0,53534,Individual,Medium
7053,Tata,Tigor,2019,First Owner,Manual,Petrol,1199 CC,83.81 bhp,5.0,20000,Individual,Medium
7054,Chevrolet,Beat,2012,Second Owner,Manual,Diesel,936 CC,57.6 bhp,5.0,70000,Individual,Low
7055,Mahindra,XUV500,2013,Third Owner,Manual,Diesel,2179 CC,140 bhp,7.0,70000,Individual,Medium
7056,Mahindra,Scorpio,2015,First Owner,Manual,Diesel,1997 CC,120 bhp,7.0,150000,Individual,Medium
7057,Tata,Indica,2012,Second Owner,Manual,Diesel,1405 CC,70 bhp,5.0,100000,Individual,Low
7058,Mahindra,Thar,2015,First Owner,Manual,Diesel,2498 CC,105 bhp,7.0,50000,Individual,Medium
7059,Hyundai,i20,2013,Second Owner,Manual,Petrol,1197 CC,82.85 bhp,5.0,120000,Individual,Medium
7060,Maruti,Swift,2013,Third Owner,Manual,Diesel,1248 CC,74 bhp,5.0,110000,Individual,Medium
7061,Honda,BRV,2016,First Owner,Manual,Petrol,1497 CC,117.3 bhp,7.0,140000,Individual,Medium
7062,Tata,Venture,2012,First Owner,Manual,Diesel,1405 CC,70 bhp,7.0,120000,Individual,Low
7063,Maruti,800,2002,Second Owner,Manual,Petrol,796 CC,37 bhp,4.0,70000,Individual,Low
7064,Toyota,Innova,2007,Fourth & Above Owner,Manual,Diesel,2494 CC,102 bhp,8.0,248119,Individual,Medium
7065,Renault,KWID,2017,Second Owner,Manual,Petrol,999 CC,67 bhp,5.0,16500,Individual,Medium
7066,Maruti,Alto,2016,First Owner,Manual,Petrol,998 CC,67.05 bhp,5.0,9900,Individual,Medium
7067,Maruti,Alto,2012,Third Owner,Manual,Petrol,796 CC,46.3 bhp,5.0,80000,Individual,Low
7068,Fiat,Linea,2010,Second Owner,Manual,Petrol,1368 CC,90 bhp,5.0,100000,Individual,Low
7069,Maruti,Dzire,2020,First Owner,Manual,Petrol,1197 CC,88.50 bhp,5.0,20000,Individual,Medium
7070,Maruti,Ciaz,2016,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,90000,Individual,Medium
7071,Mahindra,Thar,2019,First Owner,Manual,Diesel,2498 CC,105 bhp,6.0,15000,Individual,Medium
7072,Volkswagen,Vento,2018,First Owner,Automatic,Diesel,1498 CC,108.5 bhp,5.0,75000,Individual,Medium
7073,Maruti,Ritz,2011,First Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,140000,Individual,Low
7074,Hyundai,i20,2012,Second Owner,Manual,Diesel,1396 CC,90 bhp,5.0,120000,Individual,Medium
7075,Volkswagen,Vento,2018,First Owner,Automatic,Diesel,1498 CC,108.5 bhp,5.0,75000,Individual,Medium
7076,Maruti,Ertiga,2015,First Owner,Manual,Diesel,1248 CC,88.76 bhp,7.0,90000,Individual,Medium
7077,Audi,A3,2018,First Owner,Automatic,Diesel,1968 CC,143 bhp,5.0,20000,Individual,High
7078,Toyota,Innova,2015,First Owner,Manual,Diesel,2494 CC,100.6 bhp,7.0,61000,Individual,High
7079,Renault,Fluence,2012,Second Owner,Manual,Diesel,1461 CC,78 bhp,5.0,100000,Individual,Medium
7080,Mahindra,Thar,2017,Second Owner,Manual,Diesel,2498 CC,105 bhp,6.0,60000,Individual,Medium
7081,Hyundai,Verna,2009,First Owner,Manual,Diesel,1493 CC,110 bhp,5.0,100000,Individual,Medium
7082,Mahindra,Bolero,2009,Third Owner,Manual,Diesel,2523 CC,63 bhp,7.0,170000,Individual,Medium
7083,Toyota,Etios,2013,Second Owner,Manual,Petrol,1496 CC,88.73 bhp,5.0,100000,Individual,Medium
7084,Mahindra,Bolero,2011,Second Owner,Manual,Diesel,2523 CC,63 bhp,7.0,120000,Individual,Medium
7085,Volkswagen,Polo,2015,First Owner,Manual,Diesel,1498 CC,88.8 bhp,5.0,50000,Individual,Medium
7086,Toyota,Etios,2012,Second Owner,Manual,Petrol,,,,120000,Individual,Low
7087,Maruti,Alto,2015,First Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,25000,Individual,Low
7088,Maruti,Swift,2013,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,24019,Individual,Medium
7089,Hyundai,Verna,2013,Second Owner,Manual,Diesel,1582 CC,126.32 bhp,5.0,80000,Individual,Medium
7090,Maruti,Ritz,2011,Second Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,100000,Individual,Low
7091,Maruti,Swift,2015,Second Owner,Manual,Petrol,1197 CC,83.14 bhp,5.0,93000,Individual,Medium
7092,Maruti,Ertiga,2017,First Owner,Manual,Diesel,1248 CC,88.5 bhp,7.0,50000,Individual,Medium
7093,Maruti,Alto,2018,First Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,22000,Individual,Medium
7094,Hyundai,Creta,2019,First Owner,Manual,Diesel,1396 CC,88.7 bhp,5.0,19600,Individual,Medium
7095,Tata,Indigo,2017,First Owner,Manual,Petrol,1193 CC,64.1 bhp,5.0,104000,Individual,Medium
7096,Ford,EcoSport,2017,First Owner,Manual,Diesel,1498 CC,98.96 bhp,5.0,33000,Individual,Medium
7097,Mahindra,TUV,2017,First Owner,Manual,Diesel,1493 CC,100 bhp,7.0,60000,Individual,Medium
7098,Mahindra,Bolero,2016,First Owner,Manual,Diesel,2523 CC,63 bhp,9.0,60000,Individual,Medium
7099,Nissan,Terrano,2015,First Owner,Manual,Petrol,1598 CC,102.5 bhp,5.0,40000,Individual,Medium
7100,Tata,Tiago,2016,First Owner,Manual,Diesel,1047 CC,69 bhp,5.0,60000,Individual,Medium
7101,Hyundai,Accent,2010,First Owner,Manual,LPG,1495 CC,93.7 bhp,5.0,80000,Individual,Low
7102,Toyota,Innova,2007,Second Owner,Manual,Diesel,2494 CC,102 bhp,8.0,376412,Individual,Medium
7103,Maruti,Ertiga,2014,Third Owner,Manual,Petrol,1373 CC,93.7 bhp,7.0,80000,Individual,Medium
7104,Hyundai,Santro,2012,First Owner,Manual,Petrol,1086 CC,62.1 bhp,5.0,70000,Individual,Low
7105,Maruti,Alto,2012,Third Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,90000,Individual,Low
7106,Mahindra,Bolero,2014,First Owner,Manual,Diesel,2523 CC,63 bhp,9.0,183000,Individual,Medium
7107,Maruti,Vitara,2018,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,27000,Individual,Medium
7108,Ford,EcoSport,2017,First Owner,Manual,Diesel,1498 CC,98.96 bhp,5.0,35000,Individual,Medium
7109,Maruti,Swift,2013,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,120000,Individual,Medium
7110,Maruti,Swift,2014,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,80000,Individual,Medium
7111,Maruti,Swift,2014,Fourth & Above Owner,Manual,Diesel,1248 CC,74 bhp,5.0,70000,Individual,Medium
7112,Maruti,Wagon,2013,First Owner,Manual,LPG,998 CC,61.7 bhp,5.0,55000,Individual,Medium
7113,Maruti,Ritz,2009,Second Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,120000,Individual,Low
7114,Maruti,Swift,2012,Second Owner,Manual,Petrol,1197 CC,85.8 bhp,5.0,72000,Individual,Medium
7115,Tata,New,2007,Second Owner,Manual,Diesel,2092 CC,127 bhp,7.0,120000,Individual,Low
7116,Toyota,Etios,2014,First Owner,Manual,Diesel,1364 CC,67.04 bhp,5.0,250000,Individual,Medium
7117,Chevrolet,Tavera,2016,First Owner,Manual,Diesel,2499 CC,72.4 bhp,9.0,100000,Individual,Medium
7118,Tata,Sumo,2013,Second Owner,Manual,Diesel,2956 CC,83.83 bhp,7.0,120000,Individual,Medium
7119,Nissan,Micra,2015,First Owner,Automatic,Petrol,1198 CC,76 bhp,5.0,50000,Individual,Medium
7120,Hyundai,Grand,2014,First Owner,Manual,Petrol,1197 CC,82 bhp,5.0,32000,Individual,Medium
7121,Maruti,Alto,2008,First Owner,Manual,Petrol,796 CC,46.3 bhp,5.0,60000,Individual,Low
7122,Maruti,Alto,2017,First Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,40000,Individual,Low
7123,Ford,Ecosport,2014,First Owner,Manual,Diesel,1498 CC,98.96 bhp,5.0,48000,Individual,Medium
7124,Nissan,Terrano,2018,First Owner,Manual,Diesel,1461 CC,83.14 bhp,5.0,30000,Individual,Medium
7125,Tata,New,2010,Second Owner,Manual,Diesel,2179 CC,138.1 bhp,7.0,100000,Individual,Low
7126,Mahindra,TUV,2016,First Owner,Manual,Diesel,1493 CC,100 bhp,7.0,50000,Individual,Medium
7127,Hyundai,Santro,2010,Second Owner,Manual,Petrol,,,,40000,Individual,Low
7128,Hyundai,Grand,2018,First Owner,Manual,Petrol,1197 CC,81.86 bhp,5.0,5000,Individual,Medium
7129,Jeep,Compass,2017,First Owner,Manual,Diesel,1956 CC,170 bhp,5.0,12000,Individual,High
7130,Mahindra,Bolero,2016,First Owner,Manual,Diesel,2523 CC,63 bhp,9.0,72000,Individual,Medium
7131,Mahindra,Bolero,2016,First Owner,Manual,Diesel,2523 CC,63 bhp,9.0,70000,Individual,Medium
7132,Chevrolet,Aveo,2007,Second Owner,Manual,Petrol,1150 CC,74.9 bhp,5.0,50000,Individual,Low
7133,Mahindra,XUV500,2014,Second Owner,Manual,Diesel,2179 CC,140 bhp,7.0,70000,Individual,Medium
7134,Chevrolet,Aveo,2010,Third Owner,Manual,Petrol,1150 CC,76 bhp,5.0,70000,Individual,Low
7135,Maruti,Baleno,2015,First Owner,Manual,Petrol,1197 CC,83.1 bhp,5.0,50000,Individual,Medium
7136,Volkswagen,Polo,2012,First Owner,Manual,Petrol,1198 CC,73.9 bhp,5.0,40000,Individual,Medium
7137,Hyundai,Xcent,2014,First Owner,Manual,Petrol,1197 CC,82 bhp,5.0,30000,Individual,Medium
7138,Maruti,Alto,2018,First Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,15000,Individual,Medium
7139,Honda,City,2015,First Owner,Manual,Petrol,1497 CC,117.3 bhp,5.0,40000,Individual,Medium
7140,Nissan,Micra,2017,First Owner,Manual,Petrol,1198 CC,67.04 bhp,5.0,40000,Individual,Medium
7141,Maruti,Swift,2013,Fourth & Above Owner,Manual,Petrol,1197 CC,85.8 bhp,5.0,60000,Individual,Medium
7142,Maruti,Swift,2013,First Owner,Manual,Petrol,1197 CC,85.8 bhp,5.0,67000,Individual,Medium
7143,Maruti,Swift,2010,Second Owner,Manual,Petrol,1298 CC,85.8 bhp,5.0,60000,Individual,Low
7144,Datsun,RediGO,2017,First Owner,Manual,Petrol,999 CC,67 bhp,5.0,60000,Individual,Low
7145,Tata,Tiago,2016,First Owner,Manual,Petrol,1199 CC,84 bhp,5.0,30000,Individual,Medium
7146,Honda,Amaze,2018,First Owner,Manual,Diesel,1498 CC,98.6 bhp,5.0,40000,Individual,Medium
7147,Toyota,Etios,2016,Second Owner,Manual,Petrol,1197 CC,78.8 bhp,5.0,50000,Individual,Medium
7148,Honda,CR-V,2006,Third Owner,Automatic,Petrol,1997 CC,141.1 bhp,5.0,200000,Individual,Low
7149,Mahindra,KUV,2016,Second Owner,Manual,Petrol,1198 CC,82 bhp,6.0,14000,Individual,Medium
7150,Chevrolet,Tavera,2015,First Owner,Manual,Diesel,2499 CC,72.4 bhp,9.0,70000,Individual,Medium
7151,Maruti,Ritz,2010,Second Owner,Manual,Diesel,1248 CC,75 bhp,5.0,94000,Individual,Medium
7152,Chevrolet,Tavera,2015,First Owner,Manual,Diesel,2499 CC,72.4 bhp,10.0,197000,Individual,Medium
7153,Ford,Figo,2015,Second Owner,Manual,Diesel,1498 CC,99 bhp,5.0,79000,Individual,Medium
7154,Skoda,Octavia,2008,Second Owner,Manual,Diesel,1896 CC,66 bhp,5.0,120000,Individual,Low
7155,Mahindra,Marazzo,2019,First Owner,Manual,Diesel,1497 CC,121 bhp,8.0,30000,Individual,Medium
7156,Maruti,Wagon,2018,First Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,20000,Individual,Medium
7157,Maruti,Wagon,2018,First Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,17000,Individual,Medium
7158,Hyundai,i20,2018,First Owner,Manual,Petrol,1197 CC,81.83 bhp,5.0,20000,Individual,Medium
7159,Renault,KWID,2016,First Owner,Manual,Petrol,799 CC,53.3 bhp,5.0,60000,Individual,Medium
7160,Hyundai,i20,2018,First Owner,Manual,Petrol,1197 CC,81.83 bhp,5.0,20000,Individual,Medium
7161,Hyundai,Getz,2007,Third Owner,Manual,Petrol,1086 CC,66.6 bhp,5.0,70000,Individual,Low
7162,Tata,Hexa,2017,First Owner,Manual,Diesel,2179 CC,153.86 bhp,7.0,150000,Individual,High
7163,Tata,Hexa,2017,First Owner,Manual,Diesel,2179 CC,153.86 bhp,7.0,35000,Individual,High
7164,Tata,Indigo,2010,First Owner,Manual,Diesel,1396 CC,69 bhp,5.0,60000,Individual,Low
7165,Hyundai,i20,2016,First Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,40000,Individual,Medium
7166,Maruti,Wagon,2018,First Owner,Manual,CNG,998 CC,58.16 bhp,5.0,60000,Individual,Medium
7167,Honda,Amaze,2017,First Owner,Manual,Petrol,1198 CC,86.7 bhp,5.0,57000,Individual,Medium
7168,Tata,Indigo,2012,Second Owner,Manual,Diesel,1405 CC,70 bhp,5.0,120000,Individual,Low
7169,Renault,KWID,2017,First Owner,Manual,Petrol,999 CC,67 bhp,5.0,30000,Individual,Medium
7170,Maruti,Swift,2016,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,175000,Individual,Medium
7171,Tata,Indigo,2010,First Owner,Manual,Diesel,1405 CC,70 bhp,5.0,90000,Individual,Low
7172,Tata,Indica,2009,Second Owner,Manual,Diesel,1396 CC,53.5 bhp,5.0,110000,Individual,Low
7173,Hyundai,i20,2015,Second Owner,Manual,Petrol,1197 CC,81.83 bhp,5.0,35000,Individual,Medium
7174,Toyota,Innova,2017,First Owner,Manual,Diesel,2393 CC,147.8 bhp,7.0,81000,Individual,High
7175,Chevrolet,Cruze,2011,First Owner,Manual,Diesel,1991 CC,147.9 bhp,5.0,100000,Individual,Medium
7176,Tata,Hexa,2017,First Owner,Automatic,Diesel,2179 CC,153.86 bhp,7.0,60000,Individual,High
7177,Honda,City,2016,First Owner,Manual,Diesel,1498 CC,98.6 bhp,5.0,60000,Individual,Medium
7178,Mercedes-Benz,GLA,2016,First Owner,Automatic,Petrol,1991 CC,183 bhp,5.0,70000,Individual,High
7179,Maruti,Swift,2010,Second Owner,Manual,Petrol,,,,83000,Individual,Low
7180,Honda,Amaze,2015,First Owner,Manual,Diesel,1498 CC,98.6 bhp,5.0,50000,Individual,Medium
7181,Hyundai,i20,2012,First Owner,Manual,Diesel,1396 CC,90 bhp,5.0,90000,Individual,Low
7182,Datsun,GO,2018,First Owner,Manual,Petrol,1198 CC,67.05 bhp,7.0,65000,Individual,Medium
7183,Mahindra,XUV500,2016,Second Owner,Manual,Diesel,1997 CC,140 bhp,7.0,40000,Individual,Medium
7184,Volkswagen,Polo,2013,Second Owner,Manual,Diesel,1199 CC,73.9 bhp,5.0,80000,Individual,Medium
7185,Maruti,Swift,2017,First Owner,Automatic,Petrol,1197 CC,81.80 bhp,5.0,35000,Individual,Medium
7186,Mahindra,TUV,2016,First Owner,Manual,Diesel,1493 CC,100 bhp,7.0,30000,Individual,Medium
7187,Maruti,Zen,2007,First Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,70000,Individual,Low
7188,Hyundai,i10,2015,Second Owner,Manual,Petrol,1086 CC,68.05 bhp,5.0,100000,Individual,Medium
7189,Hyundai,Creta,2018,First Owner,Automatic,Petrol,1591 CC,121.3 bhp,5.0,55000,Individual,High
7190,Toyota,Innova,2013,Second Owner,Manual,Diesel,2494 CC,100.6 bhp,7.0,80000,Individual,Medium
7191,Hyundai,Verna,2016,First Owner,Manual,Petrol,1396 CC,105.5 bhp,5.0,40000,Individual,Medium
7192,Maruti,Wagon,2013,Second Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,108916,Individual,Low
7193,Hyundai,EON,2013,Second Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,40000,Individual,Medium
7194,Hyundai,EON,2014,First Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,80000,Individual,Low
7195,Honda,City,2016,Second Owner,Manual,Diesel,1498 CC,98.6 bhp,5.0,50000,Individual,High
7196,Hyundai,Santro,2012,Second Owner,Manual,Petrol,1086 CC,62.1 bhp,5.0,90000,Individual,Low
7197,Maruti,Alto,2004,Fourth & Above Owner,Manual,Petrol,796 CC,46.3 bhp,5.0,70000,Individual,Low
7198,Hyundai,i20,2012,First Owner,Manual,Diesel,1396 CC,90 bhp,5.0,90000,Individual,Medium
7199,Maruti,Ritz,2009,First Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,70000,Individual,Low
7200,Mahindra,KUV,2018,First Owner,Manual,Diesel,1198 CC,77 bhp,6.0,31000,Individual,Medium
7201,Maruti,Swift,2009,Second Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,120000,Individual,Low
7202,Hyundai,i20,2016,First Owner,Manual,Petrol,1197 CC,81.83 bhp,5.0,40000,Individual,Medium
7203,Maruti,Swift,2015,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,180000,Individual,Medium
7204,Maruti,Wagon,2011,Second Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,90000,Individual,Low
7205,Honda,City,2008,Second Owner,Manual,Petrol,1497 CC,78 bhp,5.0,110000,Individual,Low
7206,Maruti,Wagon,2006,Second Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,59000,Individual,Low
7207,Hyundai,EON,2014,Second Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,60000,Individual,Medium
7208,Hyundai,Santro,2005,First Owner,Manual,Petrol,,,,89500,Individual,Low
7209,Maruti,Wagon,2005,Second Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,70000,Individual,Low
7210,Tata,Indica,2009,First Owner,Manual,Diesel,1405 CC,71 bhp,5.0,190000,Individual,Low
7211,Mahindra,Verito,2013,First Owner,Manual,Diesel,1461 CC,64.1 bhp,5.0,180000,Individual,Low
7212,Toyota,Fortuner,2010,Second Owner,Manual,Diesel,2982 CC,171 bhp,7.0,150000,Individual,Medium
7213,Chevrolet,Optra,2007,Second Owner,Manual,Diesel,1991 CC,123.7 bhp,5.0,130000,Individual,Low
7214,Hyundai,Verna,2013,Second Owner,Automatic,Diesel,1582 CC,126.3 bhp,5.0,120000,Individual,Medium
7215,Tata,Indica,2009,Second Owner,Manual,Diesel,1396 CC,52.8 bhp,5.0,80000,Individual,Low
7216,Hyundai,Verna,2014,Second Owner,Manual,Diesel,1582 CC,126.32 bhp,5.0,80000,Individual,Medium
7217,Datsun,RediGO,2017,First Owner,Manual,Petrol,999 CC,67 bhp,5.0,20000,Individual,Medium
7218,Maruti,800,1997,Second Owner,Manual,Petrol,796 CC,37 bhp,4.0,60000,Individual,Low
7219,Volkswagen,Polo,2011,Third Owner,Manual,Diesel,1199 CC,73.9 bhp,5.0,120000,Individual,Low
7220,Maruti,Swift,2019,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,10000,Individual,Medium
7221,Maruti,Swift,2016,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,147000,Individual,Medium
7222,Maruti,S-Cross,2018,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,51000,Individual,Medium
7223,Honda,City,2007,Third Owner,Manual,Petrol,1497 CC,78 bhp,5.0,60000,Individual,Low
7224,Toyota,Innova,2009,First Owner,Manual,Diesel,2494 CC,102 bhp,8.0,220000,Individual,Medium
7225,Maruti,Alto,2017,First Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,20000,Individual,Medium
7226,Maruti,Alto,2017,First Owner,Manual,Petrol,998 CC,67.05 bhp,5.0,40000,Individual,Medium
7227,Volkswagen,Polo,2016,First Owner,Manual,Petrol,1199 CC,74 bhp,5.0,35000,Individual,Medium
7228,Maruti,Wagon,2017,First Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,30000,Individual,Medium
7229,Maruti,A-Star,2011,Second Owner,Manual,Petrol,998 CC,66.1 bhp,5.0,90000,Individual,Low
7230,Maruti,Swift,2017,Second Owner,Manual,Diesel,1248 CC,74.02 bhp,5.0,110000,Individual,Medium
7231,Mahindra,XUV500,2015,First Owner,Manual,Diesel,2179 CC,140 bhp,7.0,140000,Individual,Medium
7232,Tata,Indica,2007,Second Owner,Manual,Diesel,1396 CC,53.5 bhp,5.0,104000,Individual,Low
7233,Maruti,Baleno,2018,First Owner,Automatic,Petrol,1197 CC,83.1 bhp,5.0,9000,Individual,Medium
7234,Maruti,Ignis,2019,Second Owner,Automatic,Petrol,1197 CC,81.80 bhp,5.0,19000,Individual,Medium
7235,Maruti,Wagon,2017,First Owner,Automatic,Petrol,998 CC,67 bhp,5.0,20000,Individual,Medium
7236,Maruti,Vitara,2016,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,70000,Individual,Medium
7237,Hyundai,Grand,2015,First Owner,Manual,Diesel,1120 CC,70 bhp,5.0,53000,Individual,Medium
7238,Maruti,Swift,2013,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,105000,Individual,Medium
7239,Mahindra,Thar,2015,First Owner,Manual,Diesel,2523 CC,63 bhp,7.0,16000,Individual,Medium
7240,Maruti,Baleno,2019,First Owner,Manual,Petrol,998 CC,100.5 bhp,5.0,7200,Individual,Medium
7241,Volkswagen,Polo,2011,Second Owner,Manual,Diesel,1199 CC,73.9 bhp,5.0,77000,Individual,Medium
7242,Mahindra,KUV,2017,First Owner,Manual,Diesel,1198 CC,77 bhp,6.0,40000,Individual,Medium
7243,Maruti,Swift,2012,Second Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,70000,Individual,Medium
7244,Ford,Figo,2017,First Owner,Manual,Petrol,1196 CC,86.8 bhp,5.0,50000,Individual,Medium
7245,Hyundai,Santro,2015,First Owner,Manual,LPG,1086 CC,62.1 bhp,5.0,85000,Individual,Medium
7246,Maruti,Eeco,2016,Second Owner,Manual,Petrol,1196 CC,73 bhp,7.0,58000,Individual,Medium
7247,Mahindra,Thar,2013,First Owner,Manual,Diesel,2498 CC,105 bhp,7.0,85000,Individual,Medium
7248,Hyundai,Xcent,2014,First Owner,Manual,Petrol,1197 CC,81.86 bhp,5.0,65000,Individual,Medium
7249,Mahindra,KUV,2017,First Owner,Manual,Diesel,1198 CC,77 bhp,6.0,120000,Individual,Medium
7250,Hyundai,Santro,2013,Second Owner,Manual,Petrol,1086 CC,62.1 bhp,5.0,50000,Individual,Low
7251,Maruti,Wagon,2018,First Owner,Automatic,Petrol,998 CC,67 bhp,5.0,30000,Individual,Medium
7252,Maruti,Alto,2014,Second Owner,Manual,Petrol,998 CC,67.05 bhp,5.0,58000,Individual,Low
7253,Chevrolet,Beat,2011,Second Owner,Manual,Diesel,936 CC,57.6 bhp,5.0,70000,Individual,Low
7254,Tata,Zest,2018,Second Owner,Manual,Diesel,1248 CC,88.7 bhp,5.0,110000,Individual,Medium
7255,Maruti,Wagon,2003,Third Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,65000,Individual,Low
7256,Tata,Indica,2013,First Owner,Manual,Diesel,1248 CC,88.8 bhp,5.0,100000,Individual,Medium
7257,Mahindra,Bolero,2017,Second Owner,Manual,Diesel,1493 CC,70 bhp,7.0,60000,Individual,Medium
7258,Ford,Classic,2014,Second Owner,Manual,Diesel,1399 CC,67 bhp,5.0,90000,Individual,Medium
7259,Mahindra,Bolero,2008,First Owner,Manual,Diesel,2523 CC,63 bhp,7.0,200000,Individual,Low
7260,Ford,Classic,2014,Second Owner,Manual,Diesel,1399 CC,67 bhp,5.0,100000,Individual,Medium
7261,Ford,Figo,2012,Second Owner,Manual,Diesel,1399 CC,68 bhp,5.0,80000,Individual,Low
7262,Mahindra,NuvoSport,2017,First Owner,Automatic,Diesel,1493 CC,100 bhp,7.0,60000,Individual,Medium
7263,Maruti,Alto,2016,First Owner,Manual,Petrol,998 CC,67.05 bhp,5.0,40000,Individual,Medium
7264,Maruti,Ciaz,2015,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,50000,Individual,Medium
7265,Maruti,Wagon,2015,First Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,110000,Individual,Medium
7266,Tata,Indigo,2011,Second Owner,Manual,Diesel,1396 CC,70 bhp,5.0,50000,Individual,Low
7267,Mahindra,TUV,2018,First Owner,Manual,Diesel,1493 CC,100 bhp,7.0,30000,Individual,Medium
7268,Renault,KWID,2017,First Owner,Manual,Petrol,799 CC,53.3 bhp,5.0,40000,Individual,Medium
7269,Maruti,Alto,2016,First Owner,Manual,Petrol,998 CC,67.05 bhp,5.0,40000,Individual,Medium
